Index;Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed;HS_predict;Abusive_predict;HS_Individual_predict;HS_Group_predict;HS_Religion_predict;HS_Race_predict;HS_Physical_predict;HS_Gender_predict;HS_Other_predict;HS_Weak_predict;HS_Moderate_predict;HS_Strong_predict
489;USER USER USER USER USER USER manis-manis idiot ni orang';1;1;1;0;0;0;1;0;0;1;0;0;user user user user user user manis manis idiot nih orang ;1;1;0;0;0;0;0;0;0;0;0;0
490;USER Mantep kamu nyoo, keterima sitip ini..';0;0;0;0;0;0;0;0;0;0;0;0;user mantap kamu  keterima sitip ini ;1;1;1;0;0;0;0;0;1;1;0;0
491;USER Sambunvan tertutup dengan kekehan masih singgah di bilah bibir Ocha dan berhenti saat sampai di toko kue yang ia maksud tadi. \n\nSetelah membayar, ia pun langsung bergegas menuju rumah untuk menyiapkan segala sesuatunya. Untuk Milly. Dan menunggu si kunyuk Eds sampai di rumah.';0;1;0;0;0;0;0;0;0;0;0;0;user sambungan tertutup dengan kekehan masih singgah di bilah bibir ocha dan berhenti saat sampai di toko kue  ia maksud tadi setelah membayar ia  langsung bergegas menuju rumah untuk menyiapkan segala sesuatu untuk milly dan menunggu  kunyuk edisi sampai di rumah ;0;0;0;0;0;0;0;0;0;0;0;0
492;"USER Begitu mulia bpk USER , pengangguran akhirnya berkurang pak . Bpk bgtu perhatian banget pak sama rakyat ,,,; RAKYAT CHINA . 2019 nyalon pilpres aja disana pak . Pasti kepilih pak . #2019GantiPresiden";1;0;1;0;0;0;0;0;1;1;0;0;user begitu mulia bapak user pengangguran akhirnya berkurang pak bapak begitu perhatian banget pak sama rakyat rakyat cina nyalon pemilihan presiden saja di sana pak pasti terpilih pak ganti presiden;1;0;0;0;0;0;0;0;1;0;0;0
497;Ajarin pake ht..liat pk ht..gunain nalar sblm mati..;1;0;1;0;0;0;0;0;1;1;0;0;ajarkan pakai hati lihat pak hati gunakan nalar sebelum mati ;1;0;0;0;0;0;0;0;0;0;0;0
498;USER Nyang nepu jamangah 1.6 triliun itu juga vasti antek jokowi';1;0;0;1;0;0;0;0;1;0;1;0;user  empu jemaah triliun itu juga pasti antek jokowi ;1;0;1;0;0;0;0;0;1;0;0;0
502;RT USER USER Kalau saya sih ga heran antek-antek pki sdh mulai muncul kalau sdh ada rintik-rintik hujan;1;0;0;1;0;1;0;0;0;0;1;0;rt user user kalau saya  tidak heran antek antek partai komunis indonesia sudah mulai muncul kalau sudah ada rintik rintik hujan;1;0;0;1;0;0;0;0;0;0;1;0
503;cina g punya perikemanusiaan makanya aq g suka cina di indonesia;1;0;0;1;0;1;0;0;0;0;1;0;cina tidak punya perikemanusiaan makanya aku tidak suka cina di indonesia;0;0;0;0;0;0;0;0;0;0;0;0
505;USER ngakakakakaka bete banget asu';0;1;0;0;0;0;0;0;0;0;0;0;user  sebal banget anjing ;1;1;0;0;0;0;0;0;0;0;0;0
508;Pakdeku muslim punya asu juga\nBiasa aja tuh\nGak pernah ribet\nKl aku emang takut sm asu makane gak punya asu dirumah\nBeragamalah yg baik dan benar\nYg bersanad benar jadi otakmu gak slewah URL;0;0;0;0;0;0;0;0;0;0;0;0;pakdeku muslim punya anjing juga biasa saja itu tidak pernah ribet kalau aku memang takut sama anjing makanya tidak punya anjing di rumah beragamalah  baik dan benar  bersanad benar jadi otakmu tidak slewah url;0;1;0;0;0;0;0;0;0;0;0;0
509;USER USER Bapaknya Prabowo itu sebagai penggagas supaya Indonesia BERHUTANG..... iya soemitro;1;0;1;0;0;0;0;0;1;1;0;0;user user bapaknya prabowo itu sebagai penggagas supaya indonesia berhutang iya soemitro;1;0;0;0;0;0;0;0;1;0;0;0
511;Global financial crisis is averted, Indonesia is just suck at economy. Get over it!;1;1;0;1;0;0;0;0;1;0;1;0;global financial crisis is averted indonesia is just suck at ekonomi get over it ;0;1;0;0;0;0;0;0;0;0;0;0
512;"Tropical peat forests suck carbon out of the atmosphere and store it. Now, research has shown three million hectares of tropical peat swamp forests in Malaysia and Indonesia have been replaced by palm oil plantations. 
 https://www.firstpost.com/tech/science/palm-oil-research-shows-that-new-plantations-produce-double-the-emissions-of-mature-ones-7945601.htmlÃÂ Ã¢ÂÂ¦";0;0;0;0;0;0;0;0;0;0;0;0;tropical peat forests suck carbon out of the atmosphere and store it now research has shown three million hectares of tropical peat swamp forests in malaysia and indonesia have been replaced by palm oil plantations ;0;1;0;0;0;0;0;0;0;0;0;0
513;Gaya beruk preman kampung, begini klo mantan supir tembak metromini masuk dpr. Kampungan berdebat malah ngajak berantam dan ngancam kyk banteng. URL;1;1;1;0;0;0;0;0;1;1;0;0;gaya beruk preman kampung begini kalau mantan supir tembak metromini masuk dewan perwakilan rakyat kampungan berdebat malah mengajak berantam dan mengancam seperti banteng url;0;1;0;0;0;0;0;0;0;0;0;0
514;USER Titit lah anies ni, jangan jadi wapres prabowo anjenk';1;1;1;0;0;0;0;1;0;1;0;0;user titit  anies nih jangan jadi wakil presiden prabowo anjing ;1;1;1;0;0;0;0;0;1;0;0;0
516;Mana la cina ni tahu tu kereta perempuan?\xf0\x9f\x98\x85';0;0;0;0;0;0;0;0;0;0;0;0;mana  cina nih tahu itu kereta perempuan ;1;0;0;0;0;0;0;0;0;0;0;0
518;"Liberal/Left Harvard Law Prof Alan Dershowitz Blows Away CNN Liars  https://www.paulcraigroberts.org/2018/02/08/liberal-left-harvard-law-professor-alan-dershowitz-blows-away-cnn-liars/ÃÂ Ã¢ÂÂ¦ [PC Roberts] ""I am convinced that CNN went bankrupt and was purchased by the CIA. There is no other explanation for the total failure of CNN.""  Ã°ÂÂÂÃ°ÂÂ¤Â£  USER  USER  USER";1;0;0;1;0;0;0;0;1;0;1;0;liberal left harvard law prof alan dershowitz blows away cnn liars pc roberts i am convinced that cnn went bankrupt and was purchased by the cia there is no other explanation for the total failure of cnn user user user;0;0;0;0;0;0;0;0;0;0;0;0
520;USER .....Prabowo pengecut menuduh elit goblok dan maling secara serampangan ! Klo jantan dia hrs menyebut nama orangnya, klo tdk berani berarti banci ! kemungkinan yg dia maksud semua ketum partai lawan politiknya.....hahaha salam 2 periode.';1;1;1;0;0;0;0;1;0;1;0;0;user prabowo pengecut menuduh elite goblok dan maling secara serampangan kalau jantan dia harus menyebut nama orangnya kalau tidak berani berarti banci kemungkinan  dia maksud semua ketua umum partai lawan politiknya  salam periode ;1;1;0;0;0;0;0;0;0;0;0;0
524;That so rude tho. Not a fan of seungyoun but where is your manner? 'anjing' is an offensive word here and there. Someone really need to teach him abt some manner  https://twitter.com/mochipyoo/status/1223519287685443585ÃÂ Ã¢ÂÂ¦;0;0;0;0;0;0;0;0;0;0;0;0;that so rude though not a fan of seungyoun but where is your manner anjing is an offensive word here and there someone really need to teach him about some manner ;0;1;0;0;0;0;0;0;0;0;0;0
526;RT USER: Banyak penipu tai !!! Gw sumpahin gk bakal berkah hidup lo anjing';1;1;0;1;0;0;0;0;1;0;1;0;rt user banyak penipu tai aku menyumpahi tidak bakal berkah hidup kamu anjing ;1;1;0;0;0;0;0;0;0;0;0;0
532;SBY is a bullshit, same with Saddam Husein!;1;1;0;1;0;0;0;0;1;0;1;0;susilo bambang yudhoyono is a bullshit sama dengan saddam husein ;1;1;1;0;0;0;0;0;1;1;0;0
533;Muntah-muntah Usai Makan, Seorang Banci Mengaku Telat Dua Bulan';0;0;0;0;0;0;0;0;0;0;0;0;muntah muntah usai makan seorang banci mengaku telat dua bulan ;0;1;0;0;0;0;0;0;0;0;0;0
535;RT USER: USER USER USER kafir PKI nyamar jd islam dia. yg jelek2in jkw itu kafir PKI smua.;1;1;0;1;1;1;0;0;0;0;1;0;rt user user user user kafir partai komunis indonesia menyamar jadi islam dia  menjelekkan jokowi itu kafir partai komunis indonesia semua ;1;0;1;0;0;0;0;0;0;0;0;0
541;USER Kalo cebong sih pasti senang2 aja sama omongan yg ga berbobot kayaa gini';1;1;0;1;0;0;0;0;1;0;1;0;user kalau kecebong  pasti senang senang saja sama omongan  tidak berbobot kaya begini ;1;1;0;0;0;0;0;0;1;0;0;0
544;USER USER Ada pengaruh komunisme di situ: eks komunis ya komitmen rendah.';0;0;0;0;0;0;0;0;0;0;0;0;user user ada pengaruh komunisme di kamu eks komunis  komitmen rendah ;1;0;0;0;0;0;0;0;0;0;0;0
547;how can she stay silent like nothing happen and all she did today just watching drama & fangirling without even thinking about her thesis. Fuck. You mom crying here for you, she's worried about you and your thesis. Wake up dude. Please wake up. Finish your fucking thesis. Bangsat;1;1;1;0;0;0;0;0;1;1;0;0;how can she stay silent like nothing happen and all she did today just menonton drama fangirling tanpa even thinking about her thesis fuck you mom menangis here for you she worried about you and your thesis wake up dude please wake up finish your fuck thesis bangsat;1;1;0;0;0;0;0;0;1;0;0;0
548;USER Keren juga mas USER ini selain Survei BO juga merangkap kordinator cebong yah \xf0\x9f\x98\x82\xf0\x9f\x98\x82\nTL nya bnyk dukungan dr bani cebong .\nMantrraaaf \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a';1;1;1;0;0;0;0;0;1;1;0;0;user keren juga mas user ini selain survei bo juga merangkap koordinator kecebong  lini masa  banyak dukungan dari bani kecebong mantap ;1;1;0;1;0;0;0;0;1;0;1;0
552;USER Udah liat Surabaya lom Pak? Bagusan mana penataannya ma DKI? Kl mo nyapres rapiin dulu Jkt bersihin dr PKL di badan jalan ma trotoar. Kl kemaren lawannya Ridwan Kamil/Risma/Nurdin Abdullah jg kalah. Menang krn BTP Kristen jd gampang nakut2;0;0;0;0;0;0;0;0;0;0;0;0;user sudah lihat surabaya belum pak bagusan mana penataannya sama daerah khusus ibukota kalau mau mencalonkan presiden rapikan dulu jakarta bersihkan dari pukul di badan jalan sama trotoar kalau kemarin lawannya ridwan kamil risma nurdin abdullah juga kalah menang karena ahok kristen jadi mudah menakuti;1;0;0;0;0;0;0;0;0;0;0;0
557;perempuan kaya lo mending mati aja deh, jelek aja, gausa sok jadi make up artist!;1;1;1;0;0;0;1;1;0;1;0;0;perempuan kaya kamu mending mati saja  jelek saja tidak usah sok jadi make up artist ;1;1;1;0;0;0;1;0;0;1;0;0
560;"Loser Prabowo Claims Victory on Indonesia's 2019 Political Elections

#PrabowoMenangHoax
#PrabowoGila
#PrabowoHalu
#IndonesianElectionHeroes https://www.theaustralian.com.au/nation/world/loser-prabowo-claims-victory-on-indonesia/news-story/aaf26f3b01632117d7f7b3f2f84ed0c5ÃÂ Ã¢ÂÂ¦";1;1;1;0;0;0;0;0;1;1;0;0;loser prabowo claims victory on indonesia politik elections prabowo menang hoax prabowo gila prabowo halu indonesia election heroes ;1;0;0;0;0;0;0;0;0;0;0;0
562;RT USER: Maaf tak menyelesaikan masalah. Sudah berapa banyak peternak dan pedagang dirugikan akibat ulah manusia ini? Dan sudah be\xe2\x80\xa6';0;0;0;0;0;0;0;0;0;0;0;0;rt user maaf tidak menyelesaikan masalah sudah berapa banyak peternak dan pedagang dirugikan akibat ulah manusia ini dan sudah be ;1;0;0;0;0;0;0;0;0;0;0;0
564;USER Tabayyun sebelum ngomyang..cocot busuk lol dipelihara, memaikan isu SARA kok bangga';1;1;1;0;0;0;1;0;0;1;0;0;user tabayun sebelum ngomyang cocot busuk  dipelihara memainkan isu sara  bangga ;1;1;1;0;0;0;0;0;1;1;0;0
565;"KARMA IS REAL BRO !! 
#GanyangMalaysia  https://twitter.com/SyedSaddiq/status/1199204705357848576ÃÂ Ã¢ÂÂ¦";1;0;0;1;0;0;0;0;1;0;1;0;karma is real bro ganyang malaysia ;1;0;0;1;0;0;0;0;0;0;1;0
566;"USER Saya jadi teringat Bu Vero.; ; Selama hari-hari menemani Pak Ahok sebagai Gubernur DKI Jakarta dan ketika menjalani sidang atas penistaan agama, saya melihat ketabahan beliau. Sungguh kepribadian yang teguh.";0;0;0;0;0;0;0;0;0;0;0;0;user saya jadi teringat bu vero selama hari hari menemani pak ahok sebagai gubernur daerah khusus ibukota jakarta dan ketika menjalani sidang atas penistaan agama saya melihat ketabahan dia sungguh kepribadian  teguh ;1;0;0;0;0;0;0;0;0;0;0;0
567;Sorry I'm not Islam, and I 100% Hindu but many Muslims are my friends. but I am also very angry and hate ISIS, FPI, HTI, and Other Radical Islamic Organizations;1;0;0;1;1;0;0;0;0;0;1;0;maaf i sama not islam and i hindu but many muslims are my friends but i am also sangat angry and hate isis front pembela islam hizbut tahrir indonesia and other radical islam organizations;0;0;0;1;1;0;0;0;0;0;1;0
568;USER emang berani ... Indonesia kan bagian dari republik rakyat cina..;1;0;1;0;0;0;0;0;1;1;0;0;user memang berani indonesia  bagian dari republik rakyat cina ;1;0;0;0;0;0;0;0;0;0;0;0
573;USER USER ONTA SIAPA YANG DIBALIK. KASIAN IH :(((((';0;0;0;0;0;0;0;0;0;0;0;0;user user unta siapa  dibalik kasihan  ;1;1;0;0;0;0;0;0;0;0;0;0
574;we're not hang out with shitty&cheating friend! Ã°ÂÂ¤Â­ #ShameOnYouMalaysia #SEAGames2017 #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017 https://twitter.com/chybspt3759/status/901796138541473792ÃÂ Ã¢ÂÂ¦;1;1;0;1;0;0;0;0;1;0;1;0;we are not hang out dengan shitty cheating friend shame on you malaysia sea games ;0;0;0;1;0;0;0;0;1;0;1;0
577;Itu akun NeoPKI>komunis>atheis! Hny berani muncul bak jamur di musim hujan di rezim jKW! Lebih pantes disebut rezim apa skrg ini ya?? miris;1;0;1;0;0;0;0;0;1;1;0;0;itu akun neopki komunis ateis cuma berani muncul bak jamur di musim hujan di rezim jokowi lebih pantas disebut rezim apa sekarang ini  miris;1;0;1;0;0;0;0;0;1;0;0;0
580;USER Kapan tuh si BEJAT CABUL USER balik ? Pengecut si Onta itu ye...';1;1;1;0;0;0;0;1;0;1;0;0;user kapan itu  bejat cabul user balik pengecut  unta itu iya ;1;1;0;0;0;0;0;0;0;0;0;0
583;RT USER: monyet lu songong. URL;1;1;1;0;0;0;0;0;1;1;0;0;rt user monyet kamu songong url;1;1;1;0;0;0;0;0;0;1;0;0
584;Setuju pak AR... Fokus #2019GantiPresiden... poros ketiga hanya akan memecah suara PS... Jangan mau dikadali lagi...;1;0;0;1;0;0;0;0;1;0;1;0;setuju pak ar fokus ganti presiden poros ketiga cuma akan memecah suara play station jangan mau dikadali lagi ;1;0;0;0;0;0;0;0;1;0;0;0
585;USER Budek? Kamu bisa denger aku enggak? \\\\';1;1;1;0;0;0;1;0;0;1;0;0;user budek kamu bisa dengar aku tidak ;1;1;0;0;0;0;0;0;0;1;0;0
588;USER \xe2\x80\x9cNyetir apaan. Orang mobil di depan aja ga bergerak, idiot.\xe2\x80\x9d\n\nWindy semakin kesal karna Yoga yang sangat tidak peka akan kondisi perutnya saat ini. Ia lalu diam dan menatap ke depan.';0;1;0;0;0;0;0;0;0;0;0;0;user menyetir apaan orang mobil di depan saja tidak bergerak idiot windy semakin kesal karena yoga  sangat tidak peka akan kondisi perutnya saat ini ia lalu diam dan menatap ke depan ;0;0;0;0;0;0;0;0;0;0;0;0
589;"Tak perlu kita beriman kepada yg fiksi ,.. apa disampaikan oleh para ulama/kyai/ustadz didalam ceramahnya itu semua fiksi,..; Ayat?nya fiksi semua.. ; Bukan begitu pak USER ?";1;0;1;0;0;0;0;0;1;1;0;0;tidak perlu kita beriman kepada  fiksi apa disampaikan oleh para ulama kiai ustaz di dalam ceramahnya itu semua fiksi ayat  fiksi semua bukan begitu pak user ;0;0;0;0;0;0;0;0;0;0;0;0
590;That's why Muslim countries are not respected by Western Countries because of such stupidity! All are beholden to US for their survival like Saudi. Now they are best of friends  with the biggest Setan Israel. That's why Jews can do anything to the Palestinians and to the Mosque!  https://twitter.com/SSSMsian/status/1168399894438002688ÃÂ Ã¢ÂÂ¦;1;1;0;1;1;0;0;0;0;0;1;0;that kenapa muslim countries are not respected by western countries because of such stupidity all are beholden to us for their survival like saudi now they are best of friends dengan the biggest setan israel that kenapa jews can do anything to the palestinians and to the mosque ;0;0;0;0;0;0;0;0;0;0;0;0
591;They Can See It. It Logically Makes Sense To Them, But You Can Also Understand How Something Logically makes Sense while knowing your ego and pride gets in the way of accepting the ways you couldnt simultaneously be your possessive self and have it work lol https://twitter.com/Ignorantmalc/status/1223989641315061761ÃÂ Ã¢ÂÂ¦;0;0;0;0;0;0;0;0;0;0;0;0;they can see it it logically makes sense to them but you can also understand how something logically makes sense ketika knowing your bego and pride gets in the way of accepting the arah you couldnt simultaneously be your possessive self and have it work  ;0;1;0;0;0;0;0;0;0;0;0;0
592;MUI,FPI,HTI and Islam radical organination not apart from real Islam. Because will make Islam so bad to eyes world.;1;0;0;1;1;0;0;0;0;0;1;0;majelis ulama indonesia front pembela islam hizbut tahrir indonesia and islam radical organination not apart from real islam because will make islam so bad to eyes world ;1;0;0;0;0;0;0;0;0;0;0;0
597;RT USER: USER Arseto..ini kunyuk yg sedang cari panggung...';0;1;0;0;0;0;0;0;0;0;0;0;rt user user arseto ini kunyuk  sedang cari panggung ;1;1;0;0;0;0;0;0;1;0;0;0
598;Omongan Ahok TERBUKTI LAGI! Anies Sandi INGKAR JANJI Soal Reklamasi: URL melalui USER;1;0;0;1;0;0;0;0;1;0;1;0;omongan ahok terbukti lagi anies sandi ingkar janji soal reklamasi url melalui user;1;0;1;0;0;0;0;0;1;1;0;0
600; USER  USER berengsek lu. Gooners full of shit;1;1;0;1;0;0;0;0;1;0;1;0; user user berengsek kamu gooners full of shit;1;1;1;0;0;0;0;0;1;1;0;0
603;Sementara itu USER kerjanya musuhi dakwah Islam & bubarkan HTI..! Rakyat jg berhak lengserkan jokowok tukang pencitraan!!;1;0;1;0;1;0;0;0;0;0;0;1;sementara itu user kerjanya memusuhi dakwah islam bubarkan hizbut tahrir indonesia rakyat juga berhak lengserkan jokowi kodok tukang pencitraan ;1;0;1;0;0;0;0;0;1;0;0;1
604;Don't you feel ashamed when you say you fought fairly? Don't you realize it's a cheating? Stop being a fool you cuntÃ°ÂÂÂ #ShameOnYouMalaysia;1;1;0;1;0;0;0;0;1;0;1;0;do not you feel ashamed when you say you fought fairly do not you realize it a cheating stop being a fool you cunt shame on you malaysia;0;0;0;0;0;0;0;0;0;0;0;0
606;USER USER USER Saya rasa kalo beliau bebas jadi bahan gorengan buat sahabatnya.. taulah kaum cebong kerjaannya gimana?';1;1;0;1;0;0;0;0;1;0;1;0;user user user saya rasa kalau dia bebas jadi bahan gorengan buat sahabatnya taulah kaum kecebong kerjaannya bagaimana ;1;1;0;0;0;0;0;0;1;0;0;0
607;Ada Orang tionghwa yang mengunakan izazah palsu.\n\nlalu ngaku tokoh masyarakat tionghwa sesungguhnya dia adalah sampah di Tg. Pinang.\n\nagama Kristen tapi sering di wihara itu nama nya Munafiq bagi Muslem.';1;0;0;1;1;1;0;0;0;0;1;0;ada orang tionghoa  menggunakan ijazah palsu lalu mengakui tokoh masyarakat tionghoa sesungguhnya dia adalah sampah di tg pinang agama kristen tapi sering di wihara itu nama  munafik bagi muslim ;0;0;0;1;0;1;0;0;0;0;1;0
608;"No Reasons For Give Up, Let's Fighting The Regime Chebong Fir'aun Ã¢ÂÂ¡Ã°ÂÂÂÃ°ÂÂÂ
#2019GantiPresiden
#2019PrabowoSandi
#2019PrabowoPresiden
#GerakanNasionalKedaulatanRakyat
#SaveOurDemocracy https://twitter.com/zaidfalevi/status/1130307594793340930ÃÂ Ã¢ÂÂ¦";1;0;0;1;0;0;0;0;1;0;0;1;no reasons for give up let fighting the regime kecebong fir aun ganti presiden prabowo sandi prabowo presiden gerakan nasional kedaulatan rakyat save our democracy ;1;0;0;1;0;0;0;0;1;0;1;0
611;RT USER: Mash kentut bau babi';0;1;0;0;0;0;0;0;0;0;0;0;rt user masih kentut bau babi ;1;1;0;0;0;0;0;0;0;0;0;0
613;RT USER: Mengenal LAIKA Anjing Pertama yang Mengorbit Bumi URL;0;0;0;0;0;0;0;0;0;0;0;0;rt user mengenal laika anjing pertama  mengorbit bumi url;0;1;0;0;0;0;0;0;0;0;0;0
614;No idea how can it be sooooo obvious. No transportation arrangement, forgot to provide meal, not playing fair. #Cheating #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;no ide how can it be jadi obvious no transportation arrangement forgot to provide meal not memainkan fair cheating shame on you malaysia;0;0;0;0;0;0;0;0;1;0;0;0
615;Istead makin' a lame bullshit things why not our dear Sby n' the gank' seriously takin' their eyes catch up what's going on in egypt;0;1;0;0;0;0;0;0;0;0;0;0;instead semakin a lama bullshit berpikir kenapa not our dear susilo bambang yudhoyono dan the gank serius takin their eyes catch up apa pergi on in egypt;1;1;0;0;0;0;0;0;1;0;0;0
617;"USER Anjirr gila kaget gue hp hang tiba"" keluar suara kunti'";0;0;0;0;0;0;0;0;0;0;0;0;user anjir gila kaget aku handphone hang tiba keluar suara kunti ;0;1;0;0;0;0;0;0;0;0;0;0
621;Ucril halang2 i Pembubaran HTI! Mau lengserkan Jokowi USER USER USER USER USER;1;0;1;0;0;0;0;0;1;0;0;1;yusril halang halang i pembubaran hizbut tahrir indonesia mau lengserkan jokowi user user user user user;1;0;1;1;1;0;0;0;1;0;0;1
625;Mereka Siang MALAM Maki2 Ulama Kita, Nongkrongi Medsos Ulama2\nBela PENISTA Agama yg SOMBONGNYA Minta AMPUN.;1;1;0;1;1;0;0;0;0;0;1;0;mereka siang malam maki maki ulama kita nongkrong media sosial ulama ulama bela penista agama  sombongnya meminta ampun ;1;0;0;0;0;0;0;0;0;0;0;0
626;Makin hari berita makin lucu saja. Akrobat politik dilakukan demi menggerus elektabilitas Presiden Jokowi yang begitu tinggi.;0;0;0;0;0;0;0;0;0;0;0;0;semakin hari berita semakin lucu saja akrobat politik dilakukan demi menggerus elektabilitas presiden jokowi  begitu tinggi ;1;0;1;0;0;0;0;0;1;0;0;0
632;You copy my style, you copy again (n) #MalaysiaMiskinBudaya;1;0;0;1;0;0;0;0;1;0;1;0;you copy my gaya you copy again dan malaysia miskin budaya;0;0;0;0;0;0;0;0;0;0;1;0
633;How they (pro-Papuan activists) disrupted everything but resolved nothing. Don't teach us about democracy because Indonesia has an inclusive democratic tradition. We're a sovereign country and will remain so.   https://www.google.com.au/amp/amp.abc.net.au/article/11788420ÃÂ Ã¢ÂÂ¦;1;0;0;1;0;0;0;0;1;0;1;0;how they pro papuan activists disrupted everything but resolved nothing do not teach us about democracy because indonesia has an inclusive democratic tradition we are a sovereign country and will remain so ;0;0;0;0;0;0;0;0;0;0;0;0
638;"Najis, sok ganteng bgt kamu. This is plainly disrespectful not just ""I'm cold""";1;1;1;0;0;0;1;0;0;1;0;0;najis sok ganteng banget kamu this is plainly disrespectful not just i sama cold;1;1;1;0;0;0;0;0;0;1;0;0
639;USER Heh poop onta ga boleh songong yaa';1;1;1;0;0;0;0;0;1;1;0;0;user he poop unta tidak boleh songong  ;0;1;0;0;0;0;0;0;0;0;0;0
640;Rezim dablek... Ngutang udah banyak, mau pake dana haji pula..... lengserkan jokowi;1;1;1;0;0;0;0;0;1;0;0;1;rezim dablek berutang sudah banyak mau pakai dana haji pula lengserkan jokowi;1;0;1;0;0;0;0;0;1;0;0;0
641;USER Engga. Kampang emang';1;1;1;0;0;0;0;0;1;1;0;0;user tidak kampang memang ;1;1;1;0;0;0;0;0;1;0;0;0
643;Golkar Ingatkan Bahaya Gerakan Kaos Ganti Presiden 2019 - Suara Nasional;0;0;0;0;0;0;0;0;0;0;0;0;golkar ingatkan bahaya gerakan kaos ganti presiden suara nasional;1;0;0;0;0;0;0;0;1;0;0;0
644;"Malaysian National Team Includes 6 Controversial Players at SEA Games
#ShameOnYouMalaysia  http://style.tribunnews.com/s/cbeecÃÂ ";0;0;0;0;0;0;0;0;0;0;0;0;malaysian nasional tim includes controversial players at sea games shame on you malaysia ;1;0;0;0;0;0;0;0;1;0;1;0
645; USER #MalaysiaMiskinBudaya maybe now malaysia change to MALINGSIA. LIKE A BANDIT . FOOL NATIONS . HAHAHA;1;1;0;1;0;0;0;0;1;0;1;0; user malaysia miskin budaya maybe now malaysia change to malaysia like a bandit fool nations ;1;0;0;1;0;0;0;0;1;0;1;0
654;rt USER USER USER Tp kenapa jokowi tidak mau tes dna.?tes Dna lah yg bisa membuktikan nya bukan keturunan PKI;1;0;1;0;0;1;0;0;0;1;0;0;rt user user user tetapi kenapa jokowi tidak mau tes dna tes dna   bisa membuktikan  bukan keturunan partai komunis indonesia;1;0;0;0;0;0;0;0;0;0;0;0
656;"Aki"" Amien Rais blg prabowo sm dgn bung karno ?sma drmn bung karno mempersatukan suku agama ras pulau NKRI wowo mlh mmcah belah dsr mabok aki";1;0;1;0;0;0;0;0;1;1;0;0;aki amien rais bilang prabowo sama dengan bung karno sama dari mana bung karno mempersatukan suku agama ras pulau negara kesatuan republik indonesia wowo malah memecah belah dasar mabuk aki;1;0;0;0;0;0;0;0;0;0;0;0
657;USER Jakarta diera Anies Sandi jg nambah pengangguran;1;0;0;1;0;0;0;0;1;0;1;0;user jakarta di era anies sandi juga menambah pengangguran;1;0;1;0;0;0;0;0;1;1;0;0
658;USER Hahaha polisi dengan mudah dipermainkan oleh cukong keparat. Seperti tidak punya wibawa, dan tampak lemah diuji oleh cukong. Sekalian aja ikut uji nyali';1;1;0;1;0;0;0;0;1;0;1;0;user  polisi dengan mudah dipermainkan oleh cukong keparat seperti tidak punya wibawa dan tampak lemah diuji oleh cukong sekalian saja ikut uji nyali ;0;0;0;1;0;0;0;0;0;0;1;0
661;To have real count wrapped up just few hours after the election is not a strategy nor even a lie. It is a big lie.  #PrabowoGila;1;1;0;1;0;0;0;0;1;0;1;0;to have real count wrapped up just few hours after the election is not a strategy nor even a lie it is a besar lie prabowo gila;1;1;0;0;0;0;0;0;1;0;0;0
662;the best leader of liar;0;0;0;0;0;0;0;0;0;0;0;0;the best leader of liar;1;0;0;0;0;0;0;0;1;0;0;0
667;RT USER Terimakasih wahai saudaraku Umat muslim semua jgn lelah berjuang dan jgn hiraukan munafik dan buzzer penebar fitnah.;1;0;1;0;0;0;0;0;1;1;0;0;rt user terima kasih wahai saudaraku umat muslim semua jangan lelah berjuang dan jangan hiraukan munafik dan buzzer penebar fitnah ;1;0;0;0;0;0;0;0;0;0;0;0
670;dia sakit so doctor kata nak elak infection sbb najis sendiri so doctor shave situ..but hes getting better now;0;0;0;0;0;0;0;0;0;0;0;0;dia sakit so doctor kata nak elak infection sebab najis sendiri so doctor shave kamu but hes getting better now;0;1;0;0;0;0;0;0;0;0;0;0
671;Di Myanmar yg mayoritas bukan Islam mereka menindas membunuh muslim saatnya kita jihad dg segala yg kita punya jihad harta;1;0;0;1;1;0;0;0;0;0;1;0;di myanmar  mayoritas bukan islam mereka menindas membunuh muslim saatnya kita jihad dengan segala  kita punya jihad harta;1;0;0;0;0;0;0;0;0;0;0;0
676;"Shame on you Sir  USER!!! 
#GanyangMalaysia
#shameonyoumalaysia  https://twitter.com/SyedSaddiq/status/1197515697242308608ÃÂ Ã¢ÂÂ¦";1;0;0;1;0;0;0;0;1;0;1;0;shame on you sir user ganyang malaysia shame on you malaysia ;1;0;0;0;0;0;0;0;1;0;0;0
