Index;Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed;HS_predict;Abusive_predict;HS_Individual_predict;HS_Group_predict;HS_Religion_predict;HS_Race_predict;HS_Physical_predict;HS_Gender_predict;HS_Other_predict;HS_Weak_predict;HS_Moderate_predict;HS_Strong_predict
2447;USER USER Ngrebut saham? Utang lagi...utang lagi...tukang tipu. Duit utangan trus dipakai utk pencitraan. Soplak bener rezim ini';1;1;1;0;0;0;0;0;1;1;0;0;user user merebut saham utang lagi utang lagi tukang tipu duit pinjaman terus dipakai untuk pencitraan somplak benar rezim ini ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
2448;USER waktu itu blm ada buzzer idiot...';0;1;0;0;0;0;0;0;0;0;0;0;user waktu itu belum ada buzzer idiot ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2491;Munafik  USER  no love  with his fellow Muslims. Spineless like snail;1;0;1;0;0;0;0;0;1;1;0;0;munafik user no love dengan his fellow muslims spineless like snail;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2549;"USER USER USER USER USER USER jadi anda masih sama. gagal paham mengenai kegagalan merangkul.; saya dari tadi cuap2 percuma. anda gagal paham.; contoh kelompok yg mana? 212 kemarin presiden aman2 saja tidak disa";0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user jadi kamu masih sama gagal paham mengenai kegagalan merangkul saya dari tadi cuap cuap percuma kamu gagal paham contoh kelompok  mana kemarin presiden aman aman saja tidak di saat;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
2598;"Hey guy  USER ! What kind of person you are?? You just talked so kind enough but you've also posted and called HIM ""YESUS"" KADAL GURUN in your pic??!! How come?!! Didn't it show that we're arguing with such a STUPID person??!!";1;1;1;0;0;0;0;0;1;1;0;0;he guy user apa kind of person you are you just talked so kind enough but you ve also posted and called him yesus kadal gurun in your pic how come did not it show that we are arguing dengan such a bodoh person ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2618;Gerindra dan PKS Teken 'Letter of Agreement' terkait Cawapres Prabowo - kumparan USER;0;0;0;0;0;0;0;0;0;0;0;0;gerindra dan partai keadilan sejahtera teken letter of agreement terkait calon wakil presiden prabowo kumparan user;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
2647;#MataNajwaDebatJakarta Anies anda SADIS. Topengmu terbuka lebar malam ini. Biar warga DKI yg menilai...apa yg anda katakan adalah PENGECUT;1;1;1;0;0;0;0;0;1;1;0;0; mata najwa debat jakarta anies kamu sadis topengmu terbuka lebar malam ini biar warga daerah khusus ibukota  menilai apa  kamu katakan adalah pengecut;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
2660;" USER bro you're not his friend even if you are his friend, you better not saying anjing dan bangsar word to him
You don't know him asshole";1;1;1;0;0;0;0;0;1;1;0;0; user bro you are not his friend even if you are his friend you better not saying anjing dan bangsar word to him you do not know him asshole;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2707;Batalkan pelantikan anies! Gw lbh rela jkt dipimpin PLT Gub drpd gub hasil pemilihan kepala daerah berlumur SARA;1;0;1;0;0;0;0;0;1;1;0;0;batalkan pelantikan anies aku lebih rela jakarta dipimpin plt gubernur daripada gubernur hasil pemilihan kepala daerah berlumur sara;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2792;ADA PEMIMPIM PRIBUMI knp pilih PEMIMPIN IMPOR yg g BERADAB tukang BERBOHONG yuk PRIBUMIKAN DKI milik BANGSA IND USER USER;1;0;1;0;0;0;0;0;1;1;0;0;ada pemimpin pribumi kenapa pilih pemimpin impor  tidak beradab tukang berbohong ayo pribumikan daerah khusus ibukota milik bangsa indonesia user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2812;You faithful and pious servant of Chinese! How much do they pay for you to slander Uyghurs? You are a munafik.;1;0;1;0;0;0;0;0;1;1;0;0;you faithful and pious servant of cina how much do they pay for you to slander uyghurs you are a munafik ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2892;"After HTI maybe FPI
#KamiBersamaHTI";0;0;0;0;0;0;0;0;0;0;0;0;after hizbut tahrir indonesia maybe front pembela islam kami bersama hizbut tahrir indonesia;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
2894;USER USER Pdhal yg bikin ambang batas rezim Prihatin.. eh semua salah jokowi \xf0\x9f\x98\xb5';0;0;0;0;0;0;0;0;0;0;0;0;user user padahal  buat ambang batas rezim prihatin  semua salah jokowi ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
2963;When i said 'semua cowo sama aja bangsat kabeh' and they be like 'ayah kamu juga??' I'd definitely fckn say 'YES' cuz he just dumped the fuck out of me and mum. Yikezz,,,,;0;1;0;0;0;0;0;0;0;0;0;0;when i said emua pria sama saja bangsat semua and they be like bapak kamu juga i di definetly fuck say iya because he just dumped the fuck out of me and mum yikes ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
2990;"Fuck you! But fuck i miss youÃÂ°ÃÂ¸ÃÂÃÂ
-Arm12feb2k17ÃÂ¢Ã¯Â¿Â½ÃÂ¤ÃÂ°ÃÂ¸'Ã¢ÂÂ ÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ di Cinta Bangsat  https://www.facebook.com/permalink.php?story_fbid=603066366702547&id=100009975668705ÃÂÃÂ ÃÂ¢Ã¢ÂÂ¬ÃÂ¦,,,,";0;1;0;0;0;0;0;0;0;0;0;0;fuck you but fuck i miss you arm februari di cinta bangsat ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
3062;Ahok: Masih Perlu Diskusi untuk Terapkan Sistem Ganjil-Genap;0;0;0;0;0;0;0;0;0;0;0;0;ahok masih perlu diskusi untuk terapkan sistem ganjil genap;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
3105;Usai Dibebaskan Pengadilan Ust. Alfian Tanjung Langsung Ditangkap Lagi. Dimana keadilan? URL URL;1;0;1;0;0;0;0;0;1;1;0;0;usai dibebaskan pengadilan ustaz alfian tanjung langsung ditangkap lagi dimana keadilan url url;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3121;why don't you say to all of them that you're not a liar? just say it louder and prove them wrong.;0;0;0;0;0;0;0;0;0;0;0;0;kenapa do not you say to all of them that you are not a liar just say it louder and prove them salah ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3130;"Indonesia's  USER must face reality and accept DEFEAT. AGAIN Ã°ÂÂÂ­

GUE YAKIN WOWO NANGIS DARAH BACA BERITA INI. ENJOY THAT SHIT LOOSER!Ã°ÂÂÂ­
#KalahKokMauMakar
#prabowogila  pic.twitter.com/RnRl7qmgLR";1;1;1;0;0;0;0;0;1;1;0;0;indonesia user must face realita and accept defeat again aku yakin wowo menangis darah baca berita ini enjoy that shit looser kalah  mau makar prabowo gila ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
3169;USER USER USER Admin USER ini emang kebangetan tolol kemarin kemarin Dana bantuan dari kemendes diakuin kerja nyata partai gerindra kan guoblog!!!!!!!!!!!!!';1;1;0;1;0;0;0;0;1;0;1;0;user user user admin user ini memang kebangetan tolol kemarin kemarin dana bantuan dari kementerian pedesaan diakui kerja nyata partai gerindra  goblok ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0
3186;Bila mok antek tok. Bila mok kurus tok.';0;0;0;0;0;0;0;0;0;0;0;0;bila mok antek tok bila mok kurus tok ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0
3232;Komunis keren!';0;0;0;0;0;0;0;0;0;0;0;0;komunis keren ;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0
3451;Asta, mata melek tapi gak sadar. Kalo sadar, paling gak fokus. Bullshit lah gak fokus gara2 kurang minum. Gua minum 3 liter lebih sehari udh kek onta beser tetep aja gagal fokus.';1;1;1;0;0;0;0;0;1;1;0;0;asta mata melek tapi tidak sadar kalau sadar paling tidak fokus bullshit  tidak fokus gara gara kurang minum aku minum liter lebih sehari sudah seperti unta beser tetap saja gagal fokus ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3497;Bacot ni pecun URL;1;1;1;0;0;0;0;0;1;1;0;0;bacot nih pecun url;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0
3509;USER USER Makin sarap nih si jul... Bntr lagi sirosis dia.';1;1;1;0;0;0;0;0;1;1;0;0;user user semakin sarap nih  jul sebentar lagi sirosis dia ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3579;USER Klo tiap ganti presiden cari simpati dgn cara nambah cuti, naikkan gaji dan THR PNS mau jadi apa negara kita 5 tahun ke depan. Katanya krisis? #jokowi makin kelihatan lucunya';1;0;1;0;0;0;0;0;1;1;0;0;user kalau setiap ganti presiden cari simpati dengan cara menambah cuti naikan gaji dan tunjangan hari raya pegawai negeri sipil mau jadi apa negara kita tahun ke depan katanya krisis jokowi semakin kelihatan lucunya ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3584;"TWICE IS NOT A KOREAN ORIGIN GROUP BUT JAPAN TELL THEM TO TELL ""KONNICHIWA"" JAPANESE GROUPS THAT CAN RECOGNIZE KOREA !!!!  FUCK BITCH ONCE KAMPUNGAN #oncecyberbullying pic.twitter.com/CcOPlb89tp";1;1;0;1;0;0;0;0;1;0;1;0;dua kali is not a korean origin grup but japan tell them to tell konnichiwa japanese groups that can recognize korea fuck bitch once kampungan once cyber bullying ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
